,X,cluster,y
bill_files\filtered\SB0033_2007,0.37130306337943814,0,1.127887297971533
bill_files\filtered\HB0506_2012,0.23351277709357673,0,1.1204593006379888
bill_files\filtered\HB0264_2014,0.6590795483702402,0,1.1187213794729305
bill_files\filtered\SB0035_2016,0.26729273879227544,0,1.1274094435471333
bill_files\filtered\HB0238_2015,0.5147812811223784,0,1.1325337032763703
bill_files\filtered\HB0337_2009,0.24015662531030468,0,1.115837230939186
bill_files\filtered\HB0144_2004,0.5357676251881079,0,1.168783219443573
bill_files\filtered\SB0069_2016,0.333027066333216,0,1.120807921891365
bill_files\filtered\HB0214_2014,0.2614271514335252,0,1.115071511498052
bill_files\filtered\HB0127_2016,0.20254525701859144,0,1.1381025967804863
bill_files\filtered\HB0332_2004,0.26559134352662916,0,1.1414366734076309
bill_files\filtered\HB0050_2009,0.13607138306447716,0,1.1256596557924012
bill_files\filtered\HB0404_2006,0.22240207289774402,0,1.1296919393445173
bill_files\filtered\HB0031_2002,0.5279133861359031,0,1.11892666323356
bill_files\filtered\HB0016_1999,0.18245907633670747,0,1.1450638918450786
bill_files\filtered\HB0097_2016,0.2693484446266051,0,1.12010662019979
bill_files\filtered\HB0321_2004,0.5414777185299136,0,1.130718321158851
bill_files\filtered\SB0245_2017,0.5589171566176457,0,1.114052899912817
bill_files\filtered\HB0118_2002,0.17681959294319813,0,1.142162685349969
bill_files\filtered\HB0166_2006,0.18793417996951126,0,1.1311110934507438
bill_files\filtered\HB0089_2004,0.18339807744221256,0,1.1291173086770783
bill_files\filtered\SB0064_2016,0.31135898010593843,0,1.0936217231908503
bill_files\filtered\HB0161_2009,0.5943165228554964,0,1.1382089356799254
bill_files\filtered\HB0343_2017,0.33606601822666227,0,1.12121979949481
bill_files\filtered\HB0034_2013,0.23824236698834306,0,1.1213540459634708
bill_files\filtered\HB0344_2006,0.24833569959314292,0,1.1321710432745578
bill_files\filtered\HB0062_2008,0.2755739004096947,0,1.1183778947356193
bill_files\filtered\HB0280_2004,0.1902503602161806,0,1.129707801041246
bill_files\filtered\HB0056_2017,0.6627757319201804,0,1.1065111821391123
bill_files\filtered\HB0156_2016,0.3787595435515841,0,1.1438588031455736
bill_files\filtered\SB0073_2007,0.3328279854107773,0,1.1548943919514914
bill_files\filtered\HB0143_2004,0.36851441240456506,0,1.1850165122782195
bill_files\filtered\HB0284_2004,0.18707156666960517,0,1.1263410398923108
bill_files\filtered\SB0112_2017,0.23386244721723679,0,1.1182929569120472
bill_files\filtered\HB0028_2008,0.23756907582192283,0,1.111015554576995
bill_files\filtered\SB0100_2007,0.6990185541096773,0,1.1108904683694425
bill_files\filtered\HB0202_1999,0.16497637391604894,0,1.1401067861122378
bill_files\filtered\SB0204_1997,0.2575963691741589,0,1.1337299421266676
bill_files\filtered\HB0286_2004,0.1853840514618414,0,1.1274851574413343
bill_files\filtered\HB0179_2015,0.4106364212728321,0,1.1350872528458653
bill_files\filtered\HB0208_1999,0.1842049916324144,0,1.143748424297471
bill_files\filtered\HB0203_2004,0.2581186419610991,0,1.1371771975750853
bill_files\filtered\HB0167_2016,0.28775323520660323,0,1.1129329405664343
bill_files\filtered\SB0048_2013,0.19148830444505885,0,1.1230739250614852
bill_files\filtered\SB0028_2012,1.275477388814742,1,0.512835701249241
bill_files\filtered\SB0227_2007,1.3034208706541883,1,0.6870171213249897
bill_files\filtered\HB0266_2006,1.2755639375898074,1,0.6478504637750416
bill_files\filtered\SB0093_2006,1.3316328986212314,1,0.7533825634185176
bill_files\filtered\HB0380_1998,1.333459269945957,1,0.8296561674307728
bill_files\filtered\SB0092_2006,1.3123461285296751,1,0.7013437960387847
bill_files\filtered\HB0326_2014,1.3321141380244015,1,0.7898122206430727
bill_files\filtered\HB0305_2012,1.3117270698723054,1,0.603689837891828
