,X,cluster,y
bill_files\filtered\HB0297_2004,0.8444832950872614,0,1.104478731761026
bill_files\filtered\SB0178_1999,0.42452954211387794,0,1.2479869515920747
bill_files\filtered\HB0366_1999,0.3318510958327797,0,1.2320969405692381
bill_files\filtered\HB0149_1998,0.508407788572411,0,1.2249700020376533
bill_files\filtered\SB0022_2001,0.5897493861159407,0,1.2396207739126086
bill_files\filtered\HB0152_2002,0.7456974467995048,0,1.0929620648678453
bill_files\filtered\HB0323_2012,0.4748547320775267,0,1.258002472530398
bill_files\filtered\SB0159_2016,0.8047498610027065,0,1.2469398480981864
bill_files\filtered\HB0157_2002,0.7359567647562606,0,1.2229946057636416
bill_files\filtered\SB0050_1997,0.6990858455242377,0,1.2187820165008145
bill_files\filtered\HB0309_2006,0.7087780180201245,0,1.2516224204399449
bill_files\filtered\SB0057_2013,0.5133113817223186,0,1.192834176969805
bill_files\filtered\SB0119_2017,0.4271400668350483,0,1.2098626798340475
bill_files\filtered\SB0061_1999,0.6722332572084753,0,1.2528918093707069
bill_files\filtered\HB0098_1997,0.5412469556372734,0,1.2181067421074077
bill_files\filtered\HB0055_1998,0.3773871244467736,0,1.255398475129336
bill_files\filtered\SB0076_1999,0.5710896471235363,0,1.254915359842903
bill_files\filtered\HB0239_2004,0.4554241958250946,0,1.2387791620101056
bill_files\filtered\HB0058_1998,0.6586948668383741,0,1.2277271050391867
bill_files\filtered\SB0080_2016,0.42906110227571953,0,1.2325925827075779
bill_files\filtered\HB0182_2002,0.6749053759429489,0,1.189324157936716
bill_files\filtered\HB0027_2007,0.40026645811952133,0,1.2103597557697927
bill_files\filtered\HB0273_2004,0.30986175214199985,0,1.2215750495011402
bill_files\filtered\SB0113_2017,0.39264261265121986,0,1.226313795885983
bill_files\filtered\HB0047_2006,0.4822309486939591,0,1.237572201036525
bill_files\filtered\HB0300_2013,0.424852261206358,0,1.2474924573506052
bill_files\filtered\HJR004_2013,0.5544274080921124,0,1.1785814488111415
bill_files\filtered\HB0249_2002,0.5502249856796264,0,1.1945492046998838
bill_files\filtered\SB0233_2006,0.35409161313151266,0,1.2257775757619451
bill_files\filtered\HB0034_2012,0.37516086831915796,0,1.2435144652382737
bill_files\filtered\HB0419_2009,0.5185224301630226,0,1.2702791955385315
bill_files\filtered\SB0246_2016,0.4833653717047665,0,1.2058395485473539
bill_files\filtered\HB0112_2006,0.5065957720945005,0,1.2299911738181213
bill_files\filtered\HB0386_2009,0.5397734134559419,0,1.2726771785437843
bill_files\filtered\SB0264_2017,0.8226418943455126,0,1.0223360971723419
bill_files\filtered\HB0199_1998,0.6170878996348739,0,1.2312947182117366
bill_files\filtered\HB0438_2006,0.9396041731011494,0,1.233341741285962
bill_files\filtered\HB0413_1997,0.6440789304068184,0,1.231408869031776
bill_files\filtered\HB0403_2009,0.33499681351234495,0,1.2121033123994573
bill_files\filtered\SB0223_2007,0.41069197359724585,0,1.1969765963065384
bill_files\filtered\HB0375_2006,0.5842020018197328,0,1.2789810566484814
bill_files\filtered\HB0081_2012,0.42690900741675647,0,1.2560560057239616
bill_files\filtered\HB0053_1997,0.511243418807192,0,1.216556440995916
bill_files\filtered\HB0201_1999,0.4129206202635035,0,1.2535834199705904
bill_files\filtered\HB0041_2007,0.4183347605626459,0,1.2235997834131165
bill_files\filtered\SB0276_2017,0.39167774570399205,0,1.2379904563702828
bill_files\filtered\HB0453_2009,0.5557179962622069,0,1.2615562759396157
bill_files\filtered\HB0371_1998,0.486647362627768,0,1.1863962226596965
bill_files\filtered\HB0210_1997,0.5158156409766254,0,1.215266327804252
bill_files\filtered\HB0405_1997,0.3985084896784714,0,1.2381201661678416
bill_files\filtered\HB0095_2014,1.2698974535451366,1,0.500127470632748
bill_files\filtered\HJR002_2015,1.2270042481513757,1,0.8492199577199329
bill_files\filtered\HB0119_2017,1.267692525381685,1,0.46021329159953234
bill_files\filtered\HB0084_2004,1.2708536283940683,1,0.603363268109123
bill_files\filtered\HB0340_2013,1.255666337103587,1,0.5670193634527865
bill_files\filtered\SB0013_2008,1.2625251580895291,1,0.5256453431175354
bill_files\filtered\HB0282_1998,1.265438952830611,1,0.42404278761535347
bill_files\filtered\HJR012_2016,1.2249611324096814,1,0.8481945951111454
bill_files\filtered\HB0201_2013,1.2750419538881257,1,0.6266694271352943
bill_files\filtered\HB0218_2012,1.233004949407351,1,0.6955481677429511
bill_files\filtered\HB0223_2004,1.261403239191494,1,0.5245014312032906
bill_files\filtered\HB0216_1999,1.2328606433941272,1,0.6191956613245411
bill_files\filtered\HB0405_2006,1.203308271337201,2,1.2293058192519122
bill_files\filtered\HB0292_2006,1.13002608627816,2,1.2155070160273707
bill_files\filtered\HB0394_2006,1.2263957976655164,2,1.2626295870166515
bill_files\filtered\HB0192_2015,1.2368451241037408,2,1.1756513048200181
bill_files\filtered\HB0025_2014,1.2017946676260982,2,1.2071880936146897
bill_files\filtered\HB0168_2006,1.1679641230259519,2,1.2260752694368091
bill_files\filtered\HB0388_1998,1.2252764090305526,2,1.1991166276905754
bill_files\filtered\HB0437_2009,1.1551579730294708,2,1.2339384857792541
bill_files\filtered\HB0233_2002,1.251197764040337,2,1.2156826176275641
bill_files\filtered\HB0212_1999,1.2354603773403197,2,1.1697139487682713
bill_files\filtered\HB0102_2015,1.1279332357740126,2,1.207149755666701
bill_files\filtered\HB0155_2004,1.308023382969198,2,1.2403041571844131
bill_files\filtered\HB0229_2004,1.210932537763049,2,1.2287049048225729
bill_files\filtered\HB0074_2012,1.1467337931960877,2,1.228712764932562
bill_files\filtered\HB0131_2004,1.2175433451485727,2,1.2380530670443635
bill_files\filtered\HB0032_2008,1.157988719025412,2,1.2015569128616408
