,X,cluster,y
bill_files\filtered\HB0411_1998,0.7333701970984564,0,0.8951686129043263
bill_files\filtered\HB0441_2017,0.6290695773336132,0,1.073249568683622
bill_files\filtered\HB0075_2012,0.6592760744279299,0,1.11476671978617
bill_files\filtered\HB0210_1998,0.45549140107232605,0,1.128269025315626
bill_files\filtered\HB0380_2014,0.6013919842373696,0,1.1513716397679181
bill_files\filtered\HB0171_1997,0.42878964946785536,0,1.1039870339786493
bill_files\filtered\HB0071_1999,0.7330917613652541,0,0.9402966701893404
bill_files\filtered\HB0139_2012,0.6590658288964972,0,0.9963089141117217
bill_files\filtered\HB0055_2015,0.7416702303495298,0,1.1764809120153856
bill_files\filtered\HB0285_2004,0.5295452859968948,0,1.183977255893561
bill_files\filtered\HB0137_2002,0.5788151457407048,0,1.1411399966270772
bill_files\filtered\HB0036_2017,0.607772722230661,0,1.1491551124582158
bill_files\filtered\SB0169_2016,0.6849920923853374,0,1.0914629591529172
bill_files\filtered\HB0049_2002,0.41452376241691224,0,1.1289603277046787
bill_files\filtered\SB0012_2010,0.4145731890818102,0,1.1067802164373315
bill_files\filtered\HB0380_1998,1.1344848359928927,1,0.7576749168288016
bill_files\filtered\SB0047_1999,1.071175949131512,1,0.7804158981595597
bill_files\filtered\HB0247_2002,1.156952355654438,1,0.6601302728345043
bill_files\filtered\SB0019_2006,1.1810475031114984,1,0.7346545086481754
bill_files\filtered\HJR011_2017,1.2489503486667701,1,0.875173580547364
bill_files\filtered\SB0147_2016,1.1184461529589234,1,0.8748141691157009
bill_files\filtered\HB0330_2016,1.2037612563471503,1,0.49948864127663856
bill_files\filtered\HB0266_2006,1.1443311874353066,1,0.6818128097431909
bill_files\filtered\SB0135_2006,1.1596021986320146,1,0.8965408100253037
bill_files\filtered\HB0245_2014,1.2369337592908174,1,0.55968993937519
bill_files\filtered\HB0168_2002,1.167549856875742,1,0.7235595083069623
bill_files\filtered\HB0303_2017,1.1731888605097631,1,0.6645471201501533
bill_files\filtered\HB0289_2013,1.1902149848202195,1,0.5817026798864416
bill_files\filtered\SB0028_2012,1.1829876011401599,1,0.6038016517027663
bill_files\filtered\HB0124_2016,1.2299755262182965,1,0.9361483203730896
bill_files\filtered\SB0227_2007,1.1429032293565007,1,0.6843161757920048
bill_files\filtered\HB0202_2013,1.230227540847096,1,0.6510180865995729
bill_files\filtered\HB0125_2004,1.1564394882837452,1,0.8606646780176365
bill_files\filtered\HB0084_2015,1.21265136154131,1,0.8824190891051645
bill_files\filtered\HJR013_2013,1.1705708430602688,1,0.8157594914512124
bill_files\filtered\HB0204_1999,1.1624826125334726,1,0.7243786082255917
bill_files\filtered\HB0383_2012,1.1881149054094853,1,0.7049534182028516
bill_files\filtered\HB0281_2017,1.1074144680424978,1,0.6892626995879615
bill_files\filtered\HB0045_2012,1.2310190822694898,1,0.5290150710638559
bill_files\filtered\SB0041_2001,1.1037223048863278,1,0.8673232667139718
bill_files\filtered\HB0316_2016,1.173782480524331,1,0.5452737737781224
bill_files\filtered\SB0014_2017,1.1767992779949668,1,0.7931744240054401
bill_files\filtered\HB0305_2012,1.1963372013999127,1,0.6709261429897556
bill_files\filtered\HB0316_1998,1.103160999814074,1,0.8220171954617818
bill_files\filtered\HB0310_2013,1.1689882906526137,1,0.5475621637966308
bill_files\filtered\HJR009_2017,1.1781147779692924,1,0.9263953205404656
bill_files\filtered\HB0246_2015,1.1893104412747884,1,0.6015617171864562
bill_files\filtered\HB0217_2009,1.1832119788961775,1,0.7643620620650233
bill_files\filtered\SB0145_2017,1.239236070606477,1,0.7963178210328569
bill_files\filtered\HB0217_2013,1.2178923743281251,1,0.5255271298591762
bill_files\filtered\HB0416_2009,1.1612461712896789,1,0.8201665336146394
bill_files\filtered\HB0215_2004,1.1290129789905987,1,0.6840933636935023
bill_files\filtered\HB0438_2006,1.1976245092479543,1,0.8877417945108876
bill_files\filtered\SB0166_2016,1.130339986242843,2,0.9995383562954928
bill_files\filtered\SB0117_2017,1.2203863035175777,2,1.1157410386442013
bill_files\filtered\HJR024_2014,1.2746407598978657,2,1.081932164997852
bill_files\filtered\HB0039_1997,1.211855226135094,2,1.0171767732554373
bill_files\filtered\HB0432_2009,1.1980676619479917,2,1.0496461135855726
bill_files\filtered\HB0015_2009,1.2591153495158822,2,1.123720215585008
bill_files\filtered\HB0282_2015,1.2373090553528328,2,1.116451078777393
bill_files\filtered\HB0341_1998,1.2361269841735456,2,1.0964059493319103
bill_files\filtered\HB0072_2014,1.2010358928168834,2,1.038780331957874
bill_files\filtered\HB0114_1998,1.2656100526138383,2,1.102580405825912
bill_files\filtered\SB0162_1997,1.2568538153090867,2,1.1311153953839808
bill_files\filtered\HB0364_1998,1.175371523419585,2,0.8847558977595676
bill_files\filtered\SB0090_2007,1.215119520074607,2,1.0536628199866331
bill_files\filtered\HB0061_2013,1.269750900857743,2,1.1133523933871807
bill_files\filtered\SB0103_2016,1.1790146941410493,2,1.1054475761047742
bill_files\filtered\HB0254_2013,1.248793203476466,2,1.1381429220506634
bill_files\filtered\HB0261_1997,1.1925475589952186,2,1.0708819771259819
bill_files\filtered\HB0135_1998,1.1768127306012286,2,1.142473604312596
bill_files\filtered\HB0340_2013,1.1916273125130972,2,1.1271075136125812
bill_files\filtered\HJR022_2016,1.2699669441899486,2,1.0692843711519862
bill_files\filtered\SB0053_2007,1.2752585864538502,2,1.096006233634599
bill_files\filtered\SB0070_2007,1.2558697431725065,2,1.1089206352118857
bill_files\filtered\HB0032_1999,1.2729414114201607,2,1.1128317089369206
bill_files\filtered\SB0238_2017,1.202397441238443,2,1.041852340789369
bill_files\filtered\HB0028_2013,1.230508364471989,2,1.0650703412263864
bill_files\filtered\HB0058_2009,1.2097907271402604,3,1.1091975446300157
bill_files\filtered\SB0089_2006,1.201849052577194,3,1.0177714930098078
bill_files\filtered\HB0387_2012,1.2134778467790008,3,1.144679662733888
bill_files\filtered\HB0038_2004,1.148259812901384,3,0.9959055018119045
bill_files\filtered\HB0338_2006,1.195994259133735,3,1.1098839668499187
bill_files\filtered\HB0365_2012,1.1693880822686524,3,1.0242078782666009
bill_files\filtered\HB0384_2012,1.1869432854194646,3,1.050158238806083
bill_files\filtered\HB0026_2007,1.1932787742045292,3,1.1032917962900446
bill_files\filtered\HB0036_2012,1.1772882013034034,3,1.0343076535614109
bill_files\filtered\SB0022_2007,1.1961211768495916,3,1.021618936129575
bill_files\filtered\HB0041_2012,1.2016932275277268,3,1.1268483251807107
bill_files\filtered\SB0124_2013,1.1949304364491742,3,1.0379169243446398
bill_files\filtered\SB0035_2013,1.1753792317882876,3,1.1099844686222384
bill_files\filtered\SB0096_2007,1.1964604501140224,3,1.0245608737208614
bill_files\filtered\HB0071_2013,1.187782295889069,3,1.027231587045479
bill_files\filtered\SB0029_2006,1.1905650594542845,3,1.0147670768266543
bill_files\filtered\HB0054_2017,1.2344809282784284,4,1.0679647365371205
bill_files\filtered\SB0031_2016,1.2319897563411062,4,1.130708171048501
bill_files\filtered\SB0055_2016,1.255913943881521,4,1.1106792880277414
bill_files\filtered\SB0148_1999,1.2157822204023954,4,1.0618326919798502
