,X,cluster,y
bill_files\filtered\SB0059_2007,0.4744369523657822,0,1.2673864941730333
bill_files\filtered\HB0140_1997,0.3330329891408816,0,1.30222416217161
bill_files\filtered\SB0161_2007,0.35512611859108417,0,1.3043275899877016
bill_files\filtered\HB0037_1997,0.5613603980786555,0,1.2548618011575485
bill_files\filtered\HB0329_2006,0.46741885051123455,0,1.3021139407505187
bill_files\filtered\HB0090_2013,0.7533329205148256,0,1.1886823292402267
bill_files\filtered\HB0223_2002,0.4411230153448535,0,1.2756826898265317
bill_files\filtered\HB0459_1998,0.6399263943576889,0,1.2241312902680883
bill_files\filtered\HB0216_2013,0.4537914056439795,0,1.3005199957214757
bill_files\filtered\HB0211_2004,0.49045813604967076,0,1.296513894858274
bill_files\filtered\HB0164_2002,0.6409718659284392,0,1.2386649510033325
bill_files\filtered\HB0048_2017,0.4095014666831055,0,1.2688699099830532
bill_files\filtered\HB0165_1999,0.5211051425307109,0,1.3128823920866852
bill_files\filtered\HB0045_1998,0.46946796370710203,0,1.2667369205919559
bill_files\filtered\HB0084_2016,0.3848692747243303,0,1.3168055585819671
bill_files\filtered\HB0173_2006,0.6595950557747338,0,1.321747199295524
bill_files\filtered\HB0173_2009,0.6960720992196556,0,1.2276795445928332
bill_files\filtered\HB0196_1999,0.5405541919140239,0,1.2858013253904677
bill_files\filtered\HB0081_2002,0.4215570978634243,0,1.272137251911412
bill_files\filtered\HB0080_2004,0.44117369129468686,0,1.2878677154504912
bill_files\filtered\HB0407_1998,0.6442132090685698,0,1.2196352646474107
bill_files\filtered\HB0175_1999,0.4048744075687207,0,1.3097485983445294
bill_files\filtered\SB0061_2013,0.47144222603241287,0,1.3233405208134852
bill_files\filtered\HB0167_1999,0.38949740108290726,0,1.296411975590785
bill_files\filtered\HB0255_2004,0.6535542178335221,0,1.2243782695092567
bill_files\filtered\HB0092_2009,0.4537010414534733,0,1.3088933605934419
bill_files\filtered\HB0182_1999,0.3290705871555377,0,1.2742213519427832
bill_files\filtered\HB0297_1997,0.5949164864573011,0,1.236871399263229
bill_files\filtered\HB0115_1997,0.5030514629978537,0,1.2452582332422013
bill_files\filtered\HB0106_2015,0.5616953662965262,0,1.2185681246919051
bill_files\filtered\HB0342_2013,0.4080597977174466,0,1.3038926406994924
bill_files\filtered\HB0125_1998,0.6816617812087221,0,1.2478259351151701
bill_files\filtered\SB0067_2017,0.4194878163388958,0,1.3157044217202887
bill_files\filtered\SB0238_1999,0.5769654798377558,0,1.2616843146972887
bill_files\filtered\SB0236_1997,0.7279581484298036,0,1.2750591349899918
bill_files\filtered\HB0359_1997,0.8299018194077304,0,1.2272835891546605
bill_files\filtered\HB0315_2017,0.39975088440255574,0,1.239529949587198
bill_files\filtered\HB0328_2006,0.47710590676329934,0,1.2907588035001187
bill_files\filtered\HB0333_1998,0.52117493427205,0,1.205497973016215
bill_files\filtered\HB0125_2015,0.7447028347782328,0,1.1858249829863394
bill_files\filtered\HB0034_2009,0.6212697675369211,0,1.2375827522115972
bill_files\filtered\HB0067_2017,0.6110341364336266,0,1.2778561116814053
bill_files\filtered\HB0028_2014,0.36559371214499997,0,1.3144396041582473
bill_files\filtered\HB0431_2016,1.290770284702368,1,0.5141517185300044
bill_files\filtered\HB0238_1998,1.259295242337261,1,0.5009356789116595
bill_files\filtered\HB0426_1998,1.2763703998332603,1,0.49887611163347817
bill_files\filtered\HB0400_2006,1.3335267793843777,1,0.5715130850490582
bill_files\filtered\HB0015_1997,1.2639841386523951,1,0.4662847516895512
bill_files\filtered\HB0067_1999,1.2636558591967206,1,0.7999884813798311
bill_files\filtered\SB0182_2017,1.281396134266777,1,0.699624153741634
bill_files\filtered\SB0222_2017,1.3366451771967736,1,0.5301653764281844
bill_files\filtered\SB0053_2013,1.255127451044792,2,1.1510089734063729
bill_files\filtered\HB0171_1999,1.255451689631674,2,1.013351413189359
bill_files\filtered\HB0116_1999,1.2610651363466494,2,1.3173960989118825
bill_files\filtered\HB0006_2002,1.2324298210661013,2,1.1533700271417806
bill_files\filtered\HB0130_1999,1.245019768934482,2,1.1682837000748463
bill_files\filtered\HB0120_2009,1.2145775969028016,2,1.2203674477491093
bill_files\filtered\HB0121_1997,1.2178902867809482,2,1.196261827624501
bill_files\filtered\HB0050_2004,1.2268406509760557,2,1.0298763365472188
bill_files\filtered\HB0121_2017,1.246224912154672,2,1.279588737946302
bill_files\filtered\HB0462_2012,1.2592716800416524,2,1.2781325259047158
bill_files\filtered\HB0154_2016,1.2923913645444864,2,1.3057059913875537
bill_files\filtered\HB0149_2015,1.2594675274609215,2,1.186709595577363
bill_files\filtered\HB0144_1998,1.2626415805797822,2,1.3308061821770818
bill_files\filtered\HB0141_1997,1.2495026999672825,2,1.2506256530137165
bill_files\filtered\HB0100_1999,1.2091810175653936,2,1.1948183287585346
bill_files\filtered\SB0023_2006,1.2191214801875234,2,1.1769896000465845
bill_files\filtered\HB0133_1998,1.2716359811432554,2,1.2159004177326003
bill_files\filtered\HB0104_2006,1.2588718292918166,2,1.2465439711460726
bill_files\filtered\SB0039_1999,1.239816784182276,2,1.2170511979586827
bill_files\filtered\HB0164_1997,1.2124461669677642,2,1.1989208688535076
bill_files\filtered\SB0011_2011,1.2825467009962608,2,1.2870012843273289
bill_files\filtered\HB0178_1997,1.2551127086248821,2,1.212974319184112
bill_files\filtered\HB0191_1999,1.2331795513461383,2,1.2801612644982556
bill_files\filtered\HB0037_2013,1.2176646168070968,2,1.219629885839433
bill_files\filtered\HB0252_2009,1.2679639942087673,2,1.2984226342870424
bill_files\filtered\HB0233_1998,1.2484054456146625,2,1.2839977355566619
bill_files\filtered\HB0039_2017,1.3123851337030354,2,1.2277439749282124
bill_files\filtered\HB0040_2002,1.2398147283818748,2,1.1620202446552355
bill_files\filtered\SB0183_2016,1.2322950605420067,2,1.0983208610665673
bill_files\filtered\HB0207_1999,1.242488325605114,2,1.259061434572142
bill_files\filtered\HB0206_2004,1.266531889348151,2,1.3132068298227813
bill_files\filtered\SB0182_1997,1.267957129698729,2,1.2045852176008347
bill_files\filtered\HB0397_1999,1.2299561697925487,2,1.1729284436242324
bill_files\filtered\HB0041_2002,1.2510826492611886,2,1.2792239308014441
