,X,cluster,y
bill_files\filtered\HB0285_2009,0.6161079211176826,0,1.1113723819204224
bill_files\filtered\HB0216_2004,0.48415115471300574,0,1.1905926606156068
bill_files\filtered\HB0162_1999,0.8150340724307726,0,1.2034683214250819
bill_files\filtered\SB0091_2007,0.6196977324875045,0,0.8996494187641332
bill_files\filtered\HB0065_2006,0.562512062388055,0,1.1994368404860207
bill_files\filtered\HB0138_2016,0.6422564854152333,0,1.218708817131472
bill_files\filtered\HB0221_2004,0.8173327217056179,0,1.2071925938561587
bill_files\filtered\HB0304_2006,0.7682520698308317,0,1.127630405546406
bill_files\filtered\HB0428_2006,0.530668063364896,0,1.208877566577051
bill_files\filtered\HB0191_2006,0.8950808989622404,0,1.1642400043311507
bill_files\filtered\SB0123_2006,0.5883176356013265,0,1.1575646832230473
bill_files\filtered\SB0171_1997,0.7416171581410266,0,1.1953376206482131
bill_files\filtered\HB0365_2006,0.8048403783751642,0,1.199839734961344
bill_files\filtered\SB0098_2017,0.8766545182977281,0,0.9906957945133673
bill_files\filtered\HB0141_2002,0.8234470141496316,0,1.057144163248054
bill_files\filtered\HB0187_2006,0.7881747497122703,0,1.189495948582882
bill_files\filtered\HB0073_2012,0.8617983788717952,0,1.159385528260128
bill_files\filtered\SB0147_2006,0.744296251637834,0,1.1172381492589867
bill_files\filtered\HB0005_1997,0.7534137119210192,0,1.1787892712143038
bill_files\filtered\HB0251_2004,0.49540511918496494,0,1.175021570742698
bill_files\filtered\HB0185_2015,0.8150960776052263,0,1.1262878358949702
bill_files\filtered\HB0190_2014,0.8750205363809869,0,1.1698973957846706
bill_files\filtered\SB0163_1997,0.7870933483256026,0,1.1110745846838894
bill_files\filtered\SB0176_2006,0.7666525545154709,0,1.14888464893506
bill_files\filtered\SB0069_2006,0.6408469374947473,0,1.0713184084592822
bill_files\filtered\HB0457_2009,0.6338110486417665,0,1.1145293190631813
bill_files\filtered\SB0079_2006,0.8772593791998287,0,1.1563715769623892
bill_files\filtered\SB0030_2008,0.517783195018691,0,1.2077301380206509
bill_files\filtered\HB0385_1998,0.6743257309967005,0,1.0999518175932266
bill_files\filtered\HB0055_2007,0.6968731012499689,0,1.1249657788356653
bill_files\filtered\HB0431_1998,0.8321029185180225,0,1.160656284827669
bill_files\filtered\SB0191_2006,0.5631929278688809,0,1.0628075921538627
bill_files\filtered\HB0349_1999,0.629028159975079,0,1.2235181778478306
bill_files\filtered\HB0044_1998,0.5703875395153228,0,0.9164909332838943
bill_files\filtered\HB0194_1999,0.6618685099992271,0,1.1895202565628267
bill_files\filtered\SB0182_2006,0.7531438017502442,0,1.0382908987610169
bill_files\filtered\HB0064_2002,0.4973694296897424,0,1.0743021142329923
bill_files\filtered\SB0071_2006,0.5333274034044707,0,1.2055629220617865
bill_files\filtered\SB0006_2003,0.7050908453891899,0,1.185102023017295
bill_files\filtered\HB0134_2002,0.8440570944099941,0,1.1633919532249344
bill_files\filtered\HB0134_2009,0.5150396132809638,0,1.203462876837835
bill_files\filtered\HB0195_2004,0.4541764091119698,0,1.0738996223532074
bill_files\filtered\HB0301_2006,0.7542621449613804,0,1.2283404493563501
bill_files\filtered\SB0033_2017,0.7311111046102975,0,1.1090345387550578
bill_files\filtered\SB0136_1999,0.5971192594801472,0,1.149565235940092
bill_files\filtered\HB0078_2012,0.6820022051333184,0,1.1578405073672302
bill_files\filtered\HB0353_2009,0.6900270297576175,0,1.1248840362910923
bill_files\filtered\HB0261_2004,0.4949479700208153,0,1.1756938629526765
bill_files\filtered\SB0041_2013,0.7509180211088597,0,0.9915652345984776
bill_files\filtered\HB0110_2009,0.7850760072584942,0,1.1220453429383046
bill_files\filtered\HB0324_2006,0.4822131716833581,0,1.1750928105686853
bill_files\filtered\HB0112_2015,0.7813677805143708,0,1.1897581022300319
bill_files\filtered\SB0109_2006,0.6468409032010192,0,0.9932937817388541
bill_files\filtered\HB0463_1998,0.8799029086170652,0,1.1923122514538969
bill_files\filtered\HB0108_2002,0.5197541260605486,0,1.1647891223400832
