,X,cluster,y
bill_files\filtered\SB0200_1997,0.7610482626319414,0,1.121159791491836
bill_files\filtered\HB0099_2004,0.4294487869871354,0,1.1177589966321146
bill_files\filtered\HB0072_2016,0.6195977497271351,0,1.032141295197291
bill_files\filtered\HB0286_2006,0.6269139711968205,0,1.0961071808962546
bill_files\filtered\HB0099_2015,0.3971593933216613,0,1.107504483512587
bill_files\filtered\HB0416_2009,0.8354669513972256,0,1.0891531890796222
bill_files\filtered\SB0034_2016,0.7070979911574439,0,1.1120946042153603
bill_files\filtered\HB0080_1997,0.7623506779941106,0,1.1208592660418824
bill_files\filtered\HB0304_2015,0.4516967559420123,0,1.1357589864442323
bill_files\filtered\HB0273_2016,0.3913233544223287,0,1.1355644929575364
bill_files\filtered\SB0191_2017,0.6627007209675965,0,1.0984872615048569
bill_files\filtered\HB0175_2011,0.43769679925235416,0,1.0974119299584093
bill_files\filtered\SB0052_2017,0.6621078483133684,0,1.0933452196852558
bill_files\filtered\HB0253_2017,0.6856120793057329,0,1.1117799553653176
bill_files\filtered\HB0083_2017,0.6500413951171474,0,1.1206422158064542
bill_files\filtered\HB0076_2004,0.7788944282349046,0,1.1768688985271234
bill_files\filtered\HB0255_2016,0.47274395031161515,0,1.1373206342302036
bill_files\filtered\HB0281_2004,0.5255465843230741,0,1.1017260912035338
bill_files\filtered\SB0087_2007,0.571616593883684,0,1.0942285262391769
bill_files\filtered\SB0130_2006,0.7640258167375106,0,1.1296026631830856
bill_files\filtered\HB0406_2012,0.7000062995762169,0,1.1217351454686588
bill_files\filtered\HB0079_2004,0.6118598707611408,0,1.1007527350224473
bill_files\filtered\HB0202_2017,0.7320363550361586,0,1.0850127889578354
bill_files\filtered\HB0075_2017,0.4647135350545841,0,1.1331244779623095
bill_files\filtered\HB0289_1998,0.5666687558067319,0,1.0909522469513664
bill_files\filtered\HB0243_2009,0.6113490346788885,0,1.1168545476149794
bill_files\filtered\HB0201_2017,0.6950968895976943,0,1.1107217963102964
bill_files\filtered\SB0168_2006,0.597993975310028,0,1.1200354351199817
bill_files\filtered\HB0098_2015,0.3316621692598595,0,1.118548265360145
bill_files\filtered\HB0157_2017,0.5329469829646162,0,1.0944753366260274
bill_files\filtered\SB0164_2013,1.239682460043881,1,0.7876829014459272
bill_files\filtered\HB0175_2012,1.1875828030951072,1,0.8215447208268734
bill_files\filtered\HB0132_1997,1.3119836227566717,1,0.9637636180316357
bill_files\filtered\HB0064_2007,1.232056339778085,1,0.6477968006057944
bill_files\filtered\HB0091_2004,1.226184994577782,1,0.707215080005668
bill_files\filtered\HB0084_2015,1.1982489605552664,1,0.8918037594949648
bill_files\filtered\SB0032_2007,1.2627727523628143,1,0.7575353794493331
bill_files\filtered\HB0296_2015,1.2328058320683701,1,0.678163653914631
bill_files\filtered\SB0105_2016,1.282119846261396,1,0.865341875577996
bill_files\filtered\SB0157_2016,1.1712159532610238,1,0.7368980411818162
bill_files\filtered\HB0427_2014,1.2179369931333002,1,0.6173759816631569
bill_files\filtered\HB0336_1997,1.2498832182290758,1,0.909286078810179
bill_files\filtered\HB0350_1997,1.1843518461192017,1,0.8324838592939591
bill_files\filtered\HB0256_2004,1.160365393688704,1,0.844734590293077
bill_files\filtered\HB0225_2014,1.2478850324557438,1,0.8456129995211263
bill_files\filtered\HB0316_2006,1.2526001442757713,1,0.7257184329062147
bill_files\filtered\HB0131_1998,1.1987687175987989,1,0.8532725011394938
bill_files\filtered\HB0396_2009,1.2680565374828032,1,0.6780966439515486
bill_files\filtered\SB0111_2017,1.1270869550985703,1,0.8227740212753445
bill_files\filtered\HB0103_2016,1.2108765030630222,1,0.6055845512199768
bill_files\filtered\HB0041_2006,1.1949256206694745,1,0.6969185576625742
bill_files\filtered\HB0391_2016,1.1922121168209014,1,0.8352748588795594
bill_files\filtered\HB0170_2004,1.227592307000763,1,0.7404721661906531
bill_files\filtered\HB0376_1999,1.1461709688796666,1,0.7377029680222189
bill_files\filtered\SB0044_2007,1.1861120350941845,1,0.8643856430538944
bill_files\filtered\HB0272_2017,1.2423104711446813,1,0.6804879506437498
bill_files\filtered\HB0142_2016,1.2130355376005744,1,0.7679004954286675
bill_files\filtered\HB0386_2013,1.2553800339859873,1,0.7896991646895973
bill_files\filtered\HB0126_2016,1.1884969751518082,1,0.9055079721568021
bill_files\filtered\HB0182_1997,1.2102839803983878,1,0.6673749909120814
bill_files\filtered\HB0169_1998,1.1655121419289718,1,0.7684842009897247
bill_files\filtered\HB0408_2013,1.1983338698343833,1,0.8818704797699694
bill_files\filtered\HB0381_1999,1.2700421591014488,1,0.7537961588416684
bill_files\filtered\HB0014_2014,1.2296244730749883,1,0.6634514912802564
